company,sector,cpc_code,n_total,quality_avg,quality_norm_avg,n_years,name_clean
Alcatel Alsthom Compagnie Generale d'Electricite,Technology,7,11,0.35028622,-0.9653333,6,alcatel alsthom compagnie generale d electricite
Camera Dynamics GmbH,Industrial,5,11,0.31532684,-0.32957143,7,camera dynamics
SINTEF,Technology,6,11,0.34890783,-0.9208889,9,sintef
UNIVERSITY OF TECHNOLOGY SYDNEY,Life Sciences,2,11,0.3260876,-0.51277775,9,university of sydney
SKILLZ INC.,Technology,6,11,0.68110037,0.71625,4,skillz
Joy Global Surface Mining Inc,Industrial,4,11,0.6402797,1.183,1,joy global surface mining
Joma-Polytec Kunststofftechnik GmbH,Industrial,5,11,0.19554473,-1.026,6,joma polytec kunststofftechnik
Joma-Polytec GmbH,Industrial,5,11,0.21713838,-1.0738,5,joma polytec
UNITECH PRINTED CIRCUIT BOARD CORP.,Technology,7,11,0.31193572,-1.110875,8,unitech printed circuit board
UNITEC S.P.A.,Industrial,1,11,0.24503279,-0.8978571,7,unitec s p a
MULTOS LTD.,Technology,6,11,0.70333886,0.925,4,multos
"Magnetecs, Inc.",Life Sciences,0,11,0.85257417,1.6688572,7,magnetecs
Federal Cartridge Company,Industrial,5,11,0.49282545,0.85014284,7,federal cartridge
EEV Limited,Technology,7,11,0.28419477,-1.3095,4,eev
"ONFLOOR TECHNOLOGIES, L.L.C.",Industrial,1,11,0.6036531,1.4358749,8,onfloor l l c
ONERA,Technology,6,11,0.2603339,-1.4094445,9,onera
"Magna Mirror Systems, Inc.",Industrial,1,11,0.43437642,0.7498,5,magna mirror
SLM SOLUTIONS GROUP AG,Industrial,1,11,0.2596613,-0.86399996,4,slm solutions
Osaka Industrial Promotion Organization,Life Sciences,2,11,0.2242848,-0.822,5,osaka industrial promotion organization
"Desa IP, LLC",Technology,7,11,0.626018,0.53599995,5,desa ip
"Jet Optoelectronics Co., Ltd.",Industrial,1,11,0.6135891,1.1126001,5,jet optoelectronics
UNIVERSITY OF EXETER,Life Sciences,0,11,0.29465437,-0.82825,4,university of exeter
Cadillac Products Automotive Company,Industrial,1,11,0.4209669,0.23214285,7,cadillac products automotive
SMSC Europe GmbH,Technology,7,11,0.44385737,-0.4342,5,smsc europe
California Acrylic Industries,Life Sciences,0,11,0.35335773,0.1326,5,california acrylic industries
UNIVERSITY OF EAST ANGLIA,Life Sciences,2,11,0.32024056,-0.51350003,10,university of east anglia
UNIVANCE CORPORATION,Industrial,1,11,0.33710727,-0.34333333,6,univance
"AllAccem, Inc.",Life Sciences,2,11,0.8481213,1.6374,5,allaccem
SOLAR FRONTIER K.K.,Technology,7,11,0.2929487,-1.2125,4,solar frontier k k
"SOKO KAGAKU CO., LTD.",Technology,7,11,0.4974104,-0.20180002,5,soko kagaku
"CVS Pharmacy, Inc.",Technology,6,11,0.56095296,0.12883334,6,cvs pharmacy
"MYSTERY RANCH, LLC",Life Sciences,0,11,0.59935313,0.5395,6,mystery ranch
"MYMEDICALRECORDS, INC.",Technology,6,11,0.87124366,1.6565,4,mymedicalrecords
"MYCOMAGIC BIOTECHNOLOGY CO., LTD.",Life Sciences,2,11,0.16012187,-1.3318571,7,mycomagic biotechnology
"Alkar-Rapidpak-MP Equipment, Inc.",Industrial,1,11,0.48739618,0.5398,5,alkar rapidpak mp equipment
Alfresa Pharma Corporation,Life Sciences,0,11,0.30277935,-0.59311116,9,alfresa pharma
Alfmeier Corporation,Industrial,1,11,0.5398202,1.2674,5,alfmeier
"HSIN YING ENTERPRISE CO., LTD.",Industrial,1,11,0.29617554,-0.4086,5,hsin ying enterprise
HSEB Dresden GmbH,Technology,6,11,0.35988015,-0.87880003,5,hseb dresden
"CYVEK, INC.",Industrial,1,11,0.8816484,2.543,4,cyvek
SNECMA Services,Industrial,1,11,0.21566041,-0.92628574,7,snecma services
"Madrigal Pharmaceuticals, Inc.",Life Sciences,2,11,0.4006422,-0.35933337,3,madrigal pharmaceuticals
UNIVERSITE GRENOBLE ALPES,Life Sciences,0,11,0.33317637,-0.71099997,2,universite grenoble alpes
UNIVERSITE DE TECHNOLOGIE DE TROYES,Technology,6,11,0.21872802,-1.5798571,7,universite de technologie de troyes
"HOWA PLASTICS CO., LTD.",Industrial,1,11,0.3118742,-0.475,7,howa plastics
HOUGHTON TECHNICAL CORP.,Life Sciences,2,11,0.34931815,-0.38144445,9,houghton technical
"HOTSPUR TECHNOLOGIES, INC.",Life Sciences,0,11,0.92570835,1.871,4,hotspur
SOFTBANK ROBOTICS EUROPE,Industrial,1,11,0.3534879,-0.38549998,2,softbank robotics europe
Ferplast S.p.A.,Life Sciences,0,11,0.26363578,-0.74642855,7,ferplast s p a
Macquarie Research Ltd.,Life Sciences,2,11,0.26495188,-0.42549998,8,macquarie research
UNIVERSAL CEMENT CORPORATION,Technology,6,11,0.5443543,0.027600002,5,universal cement
pointSET Corporation,Technology,7,11,0.76682377,1.2915,6,pointset
480 Biomedical Inc.,Life Sciences,0,11,0.855113,1.5563334,6,480 biomedical
4361423 Canada Inc.,Technology,6,11,0.6619547,0.6236667,6,4361423 canada
1564330 ONTARIO INC.,Industrial,5,11,0.31267038,-0.333,9,1564330 ontario
22 Evolution LLC,Industrial,5,11,0.54574555,0.77419996,5,22 evolution
"thePlatform, LLC",Technology,6,11,0.6184026,0.4134,5,theplatform
"3SI Security Systems, Inc.",Technology,6,11,0.5639664,0.168125,8,3si security
"nCircle Network Security, Inc.",Technology,7,11,0.71953243,1.0034286,7,ncircle network security
"BOLY MEDIA COMMUNICATIONS (SHENZHEN) CO., LTD.",Technology,7,11,0.45313704,-0.41433334,6,boly media communications shenzhen
INALCO S.P.A.,Life Sciences,2,11,0.11500529,-1.3065714,7,inalco s p a
IMO Industries Inc.,Industrial,5,11,0.37771356,0.12366667,6,imo industries
"IMMUNOPATH PROFILE, INC.",Life Sciences,0,11,0.38038787,-0.2545,8,immunopath profile
"911 Emergency Products, Inc.",Industrial,1,11,0.84922886,3.4870002,3,911 emergency products
uni-chains A/S,Industrial,1,10,0.29923183,-0.302,8,uni chains a s
"simpleAR, Inc.",Technology,7,10,0.7723271,1.203,6,simplear
"iLife Systems, Inc.",Life Sciences,0,10,0.63555217,1.5263333,6,ilife
"iPosi, Inc.",Technology,7,10,0.73327434,0.9785,4,iposi
INBAY TECHNOLOGIES INC.,Technology,7,10,0.8466773,1.5192001,5,inbay
INCORPORATED ADMINISTRATIVE AGENCY NATIONAL AGRICULTURE AND FOOD RESEARCH ORGANIZATION,Life Sciences,0,10,0.22891742,-0.96433336,6,incorporated administrative agency national agriculture food research organization
TEXPA Maschinenbau GmbH & Co. KG,Industrial,1,10,0.23819795,-0.7076,5,texpa maschinenbau kg
General Housewares Corporation,Life Sciences,0,10,0.47879985,0.89033335,3,general housewares
"TENKSOLAR, INC.",Technology,7,10,0.87994224,1.6903334,6,tenksolar
"General Dynamics Armament Systems, Inc.",Industrial,5,10,0.4236715,0.7273333,3,general dynamics armament
LEONI BORDNETZ-SYSTEME GMBH & CO. KG,Technology,7,10,0.43803218,-0.48299998,4,leoni bordnetz systeme kg
LEONARDO MW LTD.,Technology,7,10,0.3781295,-0.79066664,3,leonardo mw
BOSON ROBOTICS LTD.,Technology,7,10,0.72181916,0.92700005,2,boson robotics
"LEIDOS INNOVATIONS TECHNOLOGY, INC.",Technology,6,10,0.6930897,0.7835,2,leidos innovations
TERUMO MEDICAL CORPORATION,Life Sciences,0,10,0.7140078,1.2681667,6,terumo medical
TERCEL IP LIMITED,Industrial,4,10,0.38517588,-0.16340001,5,tercel ip
elbion GmbH,Life Sciences,2,10,0.16815612,-0.9896,5,elbion
IMI Vision Limited,Industrial,5,10,0.29936093,-0.37562498,8,imi vision
DaimlerChrysler Aerospace AG,Industrial,5,10,0.37325338,0.283,4,daimlerchrysler aerospace
Daimler-Benz Aerospace AG,Technology,6,10,0.31141388,-1.18525,4,daimler benz aerospace
PHOTONICS ELECTRONICS TECHNOLOGY RESEARCH ASSOCIATION,Technology,6,10,0.35839525,-0.8846667,3,photonics electronics research association
PHOENIX CONTACT E-MOBILITY GMBH,Technology,7,10,0.38223678,-0.7695,2,phoenix contact e mobility
All-Line Inc.,Technology,7,10,0.3135838,-1.1366,5,all line
"Alion Energy, Inc.",Technology,7,10,0.8619518,1.6173334,3,alion energy
"Alilife Industrial Co., Ltd.",Life Sciences,0,10,0.31073028,-0.154,5,alilife industrial
Algotochip Corp.,Technology,6,10,0.5195222,-0.087,2,algotochip
"Alexandria Research Technologies, Inc.",Life Sciences,0,10,0.8618928,2.0005715,7,alexandria research
"HSB Solomon Associates, LLC",Technology,6,10,0.56011766,0.16566667,6,hsb solomon associates
"Magceutics, Inc.",Life Sciences,0,10,0.7055069,0.98025,4,magceutics
Macton Corporation,Industrial,1,10,0.34844682,-0.34116665,6,macton
HP SCITEX LTD.,Industrial,1,10,0.41359714,-0.0545,2,hp scitex
John Deere Forestry Oy,Life Sciences,0,10,0.32933646,-0.49533334,6,john deere forestry oy
Johann Haltermann Limited,Life Sciences,2,10,0.31365094,-0.7053333,6,johann haltermann
UNIVERSITE DE ROUEN,Life Sciences,2,10,0.12182668,-1.4238334,6,universite de rouen
"CUSTOM BUILDING PRODUCTS, INC.",Life Sciences,2,10,0.5187696,0.34083334,6,custom building products
"MacroPoint, LLC",Technology,6,10,0.7101947,0.8524,5,macropoint
"FeraDyne Outdoors, LLC",Industrial,5,10,0.6960932,1.492,2,feradyne outdoors
SOCIETE INDUSTRIELLE ET COMMERCIALE DE MATERIEL AERONAUTIQUE,Industrial,1,10,0.2819315,-0.38340002,5,societe industrielle et commerciale de materiel aeronautique
"Jinsalas Solutions, LLC",Technology,7,10,0.69675076,0.814,4,jinsalas solutions
Jiangxi Rare Earth and Rare Metals Tungsten Group Corporation,Life Sciences,2,10,0.12251896,-1.502,4,jiangxi rare earth rare metals tungsten
Alentic Microscience Inc.,Technology,6,10,0.75132513,1.0595,4,alentic microscience
Alemite LLC,Industrial,5,10,0.5166184,1.0681429,7,alemite
Aleeva Medical Inc.,Life Sciences,0,10,0.7818322,1.2625,6,aleeva medical
"Macroplata, Inc.",Life Sciences,0,10,0.90843403,1.79125,4,macroplata
"SMed-TA/TD, LLC",Life Sciences,0,10,0.90975785,1.78725,4,smed ta td
Cadbury Holdings Limited,Life Sciences,0,10,0.29200765,-0.69875,4,cadbury
Cabot Supermetals K.K.,Technology,7,10,0.28316954,-1.3075714,7,cabot supermetals k k
"Cable Design Technologies, Inc.",Technology,7,10,0.64979553,0.71,5,cable design
"SMITHS MEDICAL MD, INC.",Life Sciences,0,10,0.7664644,1.8343999,5,smiths medical md
SMI S.P.A,Industrial,1,10,0.22771129,-1.0298,5,smi s p a
"CU Aerospace, LLC",Industrial,5,10,0.34205908,-0.1552222,9,cu aerospace
SOG Specialty Knives and Tools,Industrial,1,10,0.4881083,0.5988333,6,sog specialty knives tools
Mabe Mexico S. de R.L. de C.V.,Industrial,5,10,0.35217652,-0.00028571062,7,mabe mexico s de r l de c v
"CVI LASER, LLC",Technology,6,10,0.71922195,0.916,8,cvi laser
"FedEx Supply Chain Logistics & Electronics, Inc.",Technology,6,10,0.73300815,0.983,2,fedex supply chain logistics electronics
Magnequench Limited,Technology,7,10,0.37591738,-0.79433334,9,magnequench
"EHWA DIAMOND IND. CO., LTD.",Industrial,1,10,0.24240598,-0.77580005,5,ehwa diamond ind
ONEMEDNET CORPORATION,Technology,6,10,0.93028486,1.9577999,5,onemednet
ONDULINE,Life Sciences,2,10,0.23181239,-0.916625,8,onduline
Magna Reflex Holding GmbH,Industrial,1,10,0.29286486,-0.33020002,5,magna reflex holding
"Feldmeier Equipment, Inc.",Industrial,5,10,0.2906231,-0.53725,8,feldmeier equipment
"Feinstein Patents, LLC",Life Sciences,0,10,0.67318004,0.777,5,feinstein patents
"Federal-Mogul Products, Inc.",Industrial,5,10,0.48257184,0.41683337,6,federal mogul products
SMART Medical Systems Ltd.,Life Sciences,0,10,0.8117546,1.402875,8,smart medical
SMC Corporation of America,Industrial,5,10,0.47856733,0.81114286,7,smc of america
Osaka Prefecture,Technology,7,10,0.20035684,-1.7344999,6,osaka prefecture
"Ortiz and Associates Consulting, LLC",Technology,7,10,0.56636566,0.1595,6,ortiz associates consulting
"Dermira, Inc.",Life Sciences,2,10,0.58860564,0.40640002,5,dermira
"Deringer-Ney, Inc.",Technology,7,10,0.6144422,0.414,6,deringer ney
"Orthopaedic International, Inc.",Life Sciences,0,10,0.7133044,1.0391428,7,orthopaedic
SKAN TECHNOLOGIES CORPORATION,Technology,6,10,0.54715323,0.051333327,3,skan
"Joy Industrial Co., Ltd.",Industrial,1,10,0.2641692,-0.68666667,6,joy industrial
"Journée Lighting, Inc.",Industrial,5,10,0.8329532,2.44925,4,journ e lighting
Jos. Schneider Optische Werke GmbH,Technology,6,10,0.2944872,-1.194,6,jos schneider optische werke
"Johnson Polymer, LLC",Life Sciences,2,10,0.38464347,0.18239999,5,johnson polymer
Johnson Matthey Catalysts (Germany) GmbH,Industrial,1,10,0.2634137,-0.84999996,3,johnson matthey catalysts germany
UNITED ORTHOPEDIC CORPORATION,Life Sciences,0,10,0.41362306,-0.14016668,6,united orthopedic
UNION TOOL CO.,Industrial,1,10,0.31165358,-0.39614287,7,union tool
"Alliance One International, Inc.",Life Sciences,0,10,0.46649885,-0.006499976,2,alliance one
Allflex USA LLC,Technology,6,10,0.63524246,0.5053333,9,allflex usa
"Allelix BioPharmaceuticals, Inc.",Life Sciences,2,10,0.15751262,-0.91,1,allelix biopharmaceuticals
"Cambridge Scientific, Inc.",Life Sciences,0,10,0.44379416,0.5904,5,cambridge scientific
Cambridge Resonant Technologies Ltd.,Technology,6,10,0.6253534,0.44214287,7,cambridge resonant
"Calyx Therapeutics, Inc.",Life Sciences,0,10,0.2852515,-0.2295,4,calyx therapeutics
"Calysta, Inc.",Life Sciences,2,10,0.5044409,0.022333344,3,calysta
SITRONIC Ges. Fuer Elektrotechnische Ausrüstung mbH & Co. KG,Technology,6,10,0.18338577,-1.759,3,sitronic ges fuer elektrotechnische ausr stung mbh kg
MURDOCH CHILDRENS RESEARCH INSTITUTE,Life Sciences,0,10,0.4033611,-0.16216667,6,murdoch childrens research institute
UNEO INC.,Technology,6,10,0.7024371,0.82433337,3,uneo
"UMM Electronics, Inc.",Technology,6,10,0.41608018,-0.52849996,2,umm electronics
"JumpSport, Inc.",Life Sciences,0,10,0.6223245,0.946375,8,jumpsport
"Juliet Marine Systems, Inc.",Industrial,1,10,0.76885265,1.9663999,5,juliet marine
Allseas Group S.A.,Industrial,1,10,0.261901,-0.642,7,allseas s a
Albonair GmbH,Industrial,5,10,0.30268803,-0.60800004,4,albonair
"SIRIGEN, INC.",Life Sciences,2,10,0.76902604,1.2143334,6,sirigen
"Farasis Energy, Inc.",Technology,7,10,0.2955587,-1.1846001,5,farasis energy
Magor Communications Corporation,Technology,7,10,0.57043684,0.16660002,5,magor communications
Magnetic Applications Inc.,Technology,7,10,0.79107255,1.3716666,6,magnetic applications
UNLIMITED WATER SOLUTIONS LLC,Life Sciences,2,10,0.3709218,-0.31144443,9,unlimited water solutions
UNIVERSITÉ Paris 13,Technology,6,10,0.22441961,-1.5635,6,universit paris 13
Alco Electronics Limited,Technology,6,10,0.47228312,-0.26749998,8,alco electronics
Jobin Yvon SAS,Technology,6,10,0.26278,-1.4398,5,jobin yvon
Joanneum Research Forschungsgesellschaft mbH,Life Sciences,0,10,0.32162067,-0.55785716,7,joanneum research forschungsgesellschaft mbh
SOUTHMEDIC INCORPORATED,Life Sciences,0,10,0.45643157,0.314625,8,southmedic incorporated
"CSG Systems, Inc.",Technology,6,10,0.59632415,0.3927143,7,csg
Fiber Systems International,Technology,6,10,0.64716166,0.6526666,6,fiber
HOPITAL SAINTE-JUSTINE,Life Sciences,0,10,0.28022143,-0.45042855,7,hopital sainte justine
"K-Bridge Electronics Co., Ltd.",Technology,6,10,0.31043553,-1.0925,4,k bridge electronics
MTPV POWER CORPORATION,Technology,7,10,0.5064971,-0.16,5,mtpv power
Mannesmann Boge GmbH,Industrial,1,10,0.22632292,-0.8025,4,mannesmann boge
Manchester Metropolitan University,Technology,6,10,0.348977,-0.9727143,7,manchester metropolitan university
"SIMS Deltec, Inc.",Life Sciences,0,10,0.5419348,1.2566667,3,sims deltec
Canada Post Corporation,Industrial,1,10,0.6382273,1.6015,6,canada post
"Jelmar, LLC",Life Sciences,2,10,0.44907746,0.12699999,6,jelmar
CSL Silicones Inc.,Life Sciences,2,10,0.29037434,-0.6218889,9,csl silicones
"SOLCO BIOMEDICAL CO., LTD.",Life Sciences,0,10,0.36540443,-0.11942857,7,solco biomedical
SONACA S.A.,Industrial,1,10,0.23886476,-0.8272857,7,sonaca s a
"CTC BIO, INC.",Life Sciences,0,10,0.1540758,-1.3304,5,ctc bio
"MUTUAL-TEK INDUSTRIES CO., LTD.",Technology,7,10,0.369474,-0.8125714,7,mutual tek industries
"SPG International, LLC",Life Sciences,0,10,0.71190083,0.9264,5,spg
SPEEDX PTY LTD,Life Sciences,2,10,0.36084294,-0.5336667,6,speedx pty
"SPARKCOGNITION, INC",Technology,6,10,0.6585764,0.608,3,sparkcognition
UGOLINI SPA,Life Sciences,0,10,0.2627404,-0.7951428,7,ugolini spa
"Jason International, Inc.",Life Sciences,0,10,0.586704,0.695875,8,jason
Japan as represented by Director of National Food Research Institute Ministry of Agriculture Forestry and Fisheries,Industrial,1,10,0.23963551,-0.7292,5,japan as represented by director of national food research institute ministry of agriculture forestry fisheries
HUNTERCRAFT LIMITED,Industrial,5,10,0.49834093,0.4186667,3,huntercraft
"Man-D-Tec, Inc.",Industrial,5,10,0.53280264,0.7625714,7,man d tec
Mallinckrodt Pharma IP Trading D.A.C.,Life Sciences,0,10,0.43078485,-0.29033333,3,mallinckrodt pharma ip trading d a c
"Canon Information Systems, Inc.",Technology,7,10,0.84915686,1.7636666,6,canon information
"Akechi Ceramics Co., Ltd.",Industrial,1,10,0.13315101,-1.5115,6,akechi ceramics
"US Seismic Systems, Inc.",Technology,6,10,0.6314287,0.45525,4,us seismic
SILICON VALLEY BANK,Technology,7,10,0.6566062,0.663875,8,silicon valley bank
"SILICON OPTRONICS, INC.",Technology,7,10,0.47274396,-0.32575,4,silicon optronics
"Alloy Surfaces Company, Inc.",Industrial,5,10,0.3384339,-0.19166666,9,alloy surfaces
SOUTHWEST PETROLEUM UNIVERSITY,Industrial,4,10,0.252487,-0.90275,4,southwest petroleum university
HOME ACCESS HEALTH CORPORATION,Technology,6,10,0.46986803,-0.30957144,7,home access health
"SPINNAKER SEMICONDUCTOR, INC.",Technology,7,10,0.68916506,0.902,6,spinnaker semiconductor
Fieldturf Tarkett Inc.,Industrial,1,10,0.50794524,0.78050005,4,fieldturf tarkett
Fidelix Y.K.,Technology,7,10,0.37858257,-0.784,7,fidelix y k
Fichtel & Sachs,Industrial,5,10,0.2965262,-0.22999999,2,fichtel sachs
Fibria Innovations Inc.,Life Sciences,2,10,0.6234145,0.5395,4,fibria innovations
"HOLMED, LLC",Life Sciences,0,10,0.48173103,0.19785714,7,holmed
"OPKO IRELAND GLOBAL HOLDINGS, LTD.",Life Sciences,0,10,0.5175385,0.094000004,4,opko ireland global
HUSQVARNA,Industrial,5,10,0.3912421,0.02171428,7,husqvarna
Ubisoft Entertainment,Life Sciences,0,10,0.6963669,0.8795999,5,ubisoft entertainment
Ubisense Limited,Technology,6,10,0.41978508,-0.547125,8,ubisense
Ubiquity Broadcasting Corporation,Technology,6,10,0.5853879,0.22960004,5,ubiquity broadcasting
"Capitol Specialty Plastics, Inc.",Industrial,1,10,0.5701435,1.9105,2,capitol specialty plastics
Manugistics Inc.,Technology,6,10,0.77296364,1.36525,4,manugistics
"SOVEREIGN PHARMACEUTICALS, LLC",Life Sciences,0,10,0.40523452,-0.37175,4,sovereign pharmaceuticals
CPSI Holdings LLC,Life Sciences,0,10,0.4736665,-0.053400017,5,cpsi
"OPERATIONS TECHNOLOGY DEVELOPMENT, NEP",Technology,6,10,0.3174664,-1.0678,5,operations development nep
"HOKWANG INDUSTRIES CO., LTD.",Life Sciences,0,10,0.31913763,-0.6624,5,hokwang industries
Orscheln Products L.L.C.,Technology,6,10,0.6077868,0.45419997,5,orscheln products l l c
Orion Genomics LLC,Life Sciences,2,10,0.43344933,-0.018399997,5,orion genomics
"Oridus, Inc.",Technology,6,10,0.6078161,0.4362,5,oridus
K.K. Holding AG,Technology,6,10,0.27349472,-1.3715,4,k k holding
K.J. Manufacturing Co.,Industrial,5,10,0.27026227,-0.619625,8,k j manufacturing
"K-LINE INDUSTRIES, INC.",Industrial,1,10,0.47065955,0.7898572,7,k line industries
Alpha Therapeutic Corporation,Life Sciences,2,10,0.2507724,-0.44899997,5,alpha therapeutic
"U.S. Nanocorp, Inc.",Technology,7,10,0.7220996,1.08025,8,u s nanocorp
Ultragenyx Pharmaceutical Inc.,Life Sciences,0,10,0.44457227,-0.19780001,5,ultragenyx pharmaceutical
"Ultradots, Inc.",Technology,6,10,0.75334495,1.2382,5,ultradots
Ullman Devices Corporation,Industrial,5,10,0.47368336,0.60987496,8,ullman devices
Airinspace B.V.,Industrial,1,10,0.50079185,0.8551667,6,airinspace b v
"Japan Metal Gasket Co., Ltd.",Industrial,5,10,0.3704371,0.020124987,8,japan metal gasket
Aloys Wobben,Industrial,1,10,0.32591617,-0.45033336,6,aloys wobben
Finn Corporation,Industrial,1,10,0.42092365,0.5198,5,finn
COSMETIC WARRIORS LIMITED,Life Sciences,0,10,0.24205041,-1.0022,5,cosmetic warriors
"Filtrona Richmond, Inc.",Industrial,3,10,0.34375006,0.014571428,7,filtrona richmond
MONTABERT,Industrial,1,10,0.24541186,-0.8125,6,montabert
SRB Construction Technologies Pty. Ltd.,Industrial,1,10,0.36483386,-0.16485713,7,srb construction pty
"SPY EYE, LLC",Technology,6,10,0.9025021,1.829,2,spy eye
"Ness Capacitor Co., Ltd.",Technology,7,10,0.3823983,-0.79025,4,ness capacitor
Nergeco,Industrial,4,10,0.22008455,-0.91533333,6,nergeco
"Neptune Benson, Inc.",Industrial,1,10,0.4764304,0.33066666,3,neptune benson
Neptco JV LLC,Technology,6,10,0.57035977,0.23116668,6,neptco jv
DenseLight Semiconductors Pte Ltd,Technology,6,10,0.44234475,-0.5013333,3,denselight semiconductors pte
CardioDynamics International Corporation,Life Sciences,0,10,0.7355908,1.6128,5,cardiodynamics
SHOO 533 LIMITED,Technology,7,10,0.49780387,-0.204,5,shoo 533
"CaridianBCT Biotechnologies, LLC",Life Sciences,0,10,0.5685319,0.6705,4,caridianbct biotechnologies
FUNDÃÇAO OSWALDO CRUZ,Life Sciences,0,10,0.15911245,-1.3631428,7,fund ao oswaldo cruz
OPGAL Optronic Industries Ltd.,Technology,6,10,0.341983,-0.95362496,8,opgal optronic industries
"KAISTAR Lighting(Xiamen) Co., Ltd.",Industrial,5,10,0.3246377,-0.543,2,kaistar lighting xiamen
KAIST (KOREA ADVANCED INSTITUTE OF SCIENCE AND TECHNOLOGY),Technology,6,10,0.34765178,-0.9424,5,kaist korea advanced institute of science
